REGION,PROVINCE,DISTRICT,CAPITAL,POVERTY_INDICATOR,POPULATION,NUMBER_OF_PROVINCES,NUMBER_OF_DISTRICTS,NUMBER_OF_VOTERS,PROVINCE_ALDERMEN,PROVINCE_COUNCILMEN,DISTRICT_ALDERMEN,DISTRICT_COUNCILMEN
Departamento,Provincia,Distrito,Capital,Indicador de pobreza,Población,N° Provincias,N° Distritos,Electores,Alcaldes provinciales,Regidores provinciales,Alcaldes distritales,Regidores distritales
AREQUIPA,CASTILLA,VIRACO,VIRACO,NO POBRE,"1,589",0,1,"1,142",0,0,1,5
AREQUIPA,CONDESUYOS,,CHUQUIBAMBA,,"17,393",1,7,"12,018",1,5,7,35
AREQUIPA,CONDESUYOS,CHUQUIBAMBA,CHUQUIBAMBA,NO POBRE,"3,194",0,1,"2,712",0,0,0,0
AREQUIPA,CONDESUYOS,ANDARAY,ANDARAY,NO POBRE,641,0,1,555,0,0,1,5
AREQUIPA,CONDESUYOS,CAYARANI,CAYARANI,POBRE EXTREMO,"2,944",0,1,"2,029",0,0,1,5
AREQUIPA,CONDESUYOS,CHICHAS,CHICHAS,NO POBRE,610,0,1,557,0,0,1,5
AREQUIPA,CONDESUYOS,IRAY,IRAY,NO POBRE,617,0,1,609,0,0,1,5
AREQUIPA,CONDESUYOS,SALAMANCA,SALAMANCA,NO POBRE,811,0,1,704,0,0,1,5
AREQUIPA,CONDESUYOS,YANAQUIHUA,YANAQUIHUA,NO POBRE,"6,080",0,1,"2,938",0,0,1,5
AREQUIPA,CONDESUYOS,RIO GRANDE,IQUIPA,NO POBRE,"2,496",0,1,"1,914",0,0,1,5
AREQUIPA,ISLAY,,MOLLENDO,,"52,219",1,5,"44,677",1,9,5,25
AREQUIPA,ISLAY,MOLLENDO,MOLLENDO,NO POBRE,"21,462",0,1,"20,888",0,0,0,0
AREQUIPA,ISLAY,COCACHACRA,COCACHACRA,NO POBRE,"8,715",0,1,"7,717",0,0,1,5
AREQUIPA,ISLAY,DEAN VALDIVIA,LA CURVA,NO POBRE,"6,635",0,1,"5,462",0,0,1,5
AREQUIPA,ISLAY,ISLAY,MATARANI,NO POBRE,"8,097",0,1,"3,677",0,0,1,5
AREQUIPA,ISLAY,MEJIA,MEJIA,NO POBRE,988,0,1,"1,245",0,0,1,5
AREQUIPA,ISLAY,PUNTA DE BOMBON,PUNTA DE BOMBON,NO POBRE,"6,322",0,1,"5,688",0,0,1,5
AREQUIPA,LA UNION,,COTAHUASI,,"14,076",1,10,"10,898",1,5,10,50
AREQUIPA,LA UNION,COTAHUASI,COTAHUASI,NO POBRE,"2,873",0,1,"1,923",0,0,0,0
AREQUIPA,LA UNION,ALCA,ALCA,NO POBRE,"1,940",0,1,"1,554",0,0,1,5
AREQUIPA,LA UNION,CHARCANA,CHARCANA,NO POBRE,517,0,1,497,0,0,1,5
AREQUIPA,LA UNION,HUAYNACOTAS,TAURISMA,POBRE NO EXTREMO,"2,151",0,1,"1,629",0,0,1,5
AREQUIPA,LA UNION,PAMPAMARCA,MUNGUI,POBRE EXTREMO,"1,195",0,1,"1,203",0,0,1,5
AREQUIPA,LA UNION,PUYCA,PUYCA,POBRE EXTREMO,"2,748",0,1,"1,996",0,0,1,5
AREQUIPA,LA UNION,QUECHUALLA,VELINGA,NO POBRE,220,0,1,412,0,0,1,5
AREQUIPA,LA UNION,SAYLA,SAYLA,NO POBRE,592,0,1,265,0,0,1,5
AREQUIPA,LA UNION,TAURIA,TAURIA,NO POBRE,310,0,1,260,0,0,1,5
AREQUIPA,LA UNION,TOMEPAMPA,TOMEPAMPA,NO POBRE,794,0,1,617,0,0,1,5
AREQUIPA,LA UNION,TORO,TORO,NO POBRE,736,0,1,542,0,0,1,5
AYACUCHO,,,AYACUCHO,,"711,059",11,108,"454,455",11,79,108,544
AYACUCHO,HUAMANGA,,AYACUCHO,,"289,371",1,15,"199,303",1,11,15,79
AYACUCHO,HUAMANGA,AYACUCHO,AYACUCHO,NO POBRE,"96,867",0,1,"75,326",0,0,0,0
AYACUCHO,HUAMANGA,ACOS VINCHOS,ACOS VINCHOS,POBRE EXTREMO,"6,222",0,1,"3,769",0,0,1,5
AYACUCHO,HUAMANGA,CARMEN ALTO,CARMEN ALTO,POBRE NO EXTREMO,"22,567",0,1,"16,258",0,0,1,5
AYACUCHO,HUAMANGA,CHIARA,CHIARA,POBRE EXTREMO,"7,239",0,1,"4,740",0,0,1,5
AYACUCHO,HUAMANGA,QUINUA,QUINUA,POBRE EXTREMO,"6,363",0,1,"4,952",0,0,1,5
AYACUCHO,HUAMANGA,SAN JOSE DE TICLLAS,TICLLAS,POBRE EXTREMO,"2,616",0,1,"1,587",0,0,1,5
AYACUCHO,HUAMANGA,SAN JUAN BAUTISTA,SAN JUAN BAUTISTA,NO POBRE,"53,351",0,1,"31,780",0,0,1,9
AYACUCHO,HUAMANGA,SANTIAGO DE PISCHA,SAN PEDRO DE CACHI,POBRE EXTREMO,"1,710",0,1,"1,361",0,0,1,5
AYACUCHO,HUAMANGA,VINCHOS,VINCHOS,POBRE EXTREMO,"17,127",0,1,"12,774",0,0,1,5
AYACUCHO,HUAMANGA,TAMBILLO,TAMBILLO,POBRE EXTREMO,"5,478",0,1,"4,492",0,0,1,5
AYACUCHO,HUAMANGA,ACOCRO,ACOCRO,POBRE EXTREMO,"11,117",0,1,"6,386",0,0,1,5
AYACUCHO,HUAMANGA,SOCOS,SOCOS,POBRE EXTREMO,"7,615",0,1,"5,990",0,0,1,5
AYACUCHO,HUAMANGA,OCROS,OCROS,POBRE EXTREMO,"6,467",0,1,"4,575",0,0,1,5
AYACUCHO,HUAMANGA,PACAYCASA,PACAYCASA,POBRE EXTREMO,"3,321",0,1,"2,350",0,0,1,5
AYACUCHO,HUAMANGA,JESUS NAZARENO,JESUS NAZARENO,NO POBRE,"18,899",0,1,"12,804",0,0,1,5
AYACUCHO,HUAMANGA,ANDRES AVELINO CACERES DORREGARAY,JARDIN,NO POBRE,"22,412",0,1,"10,159",0,0,1,5
AYACUCHO,CANGALLO,,CANGALLO,,"33,965",1,5,"25,274",1,7,5,25
AYACUCHO,CANGALLO,CANGALLO,CANGALLO,POBRE EXTREMO,"6,816",0,1,"4,548",0,0,0,0
AYACUCHO,CANGALLO,CHUSCHI,CHUSCHI,POBRE EXTREMO,"8,083",0,1,"5,705",0,0,1,5
AYACUCHO,CANGALLO,LOS MOROCHUCOS,PAMPA CANGALLO,POBRE EXTREMO,"8,239",0,1,"6,330",0,0,1,5
AYACUCHO,CANGALLO,PARAS,PARAS,POBRE EXTREMO,"4,596",0,1,"3,920",0,0,1,5
AYACUCHO,CANGALLO,TOTOS,TOTOS,POBRE EXTREMO,"3,695",0,1,"2,950",0,0,1,5
AYACUCHO,CANGALLO,MARIA PARADO DE BELLIDO,POMABAMBA,POBRE EXTREMO,"2,536",0,1,"1,821",0,0,1,5
AYACUCHO,HUANTA,,HUANTA,,"113,286",1,11,"66,394",1,11,11,55
AYACUCHO,HUANTA,HUANTA,HUANTA,POBRE EXTREMO,"42,617",0,1,"29,745",0,0,0,0
AYACUCHO,HUANTA,AYAHUANCO,VIRACOCHAN,POBRE EXTREMO,"6,482",0,1,"1,789",0,0,1,5
AYACUCHO,HUANTA,HUAMANGUILLA,HUAMANGUILLA,POBRE EXTREMO,"5,442",0,1,"3,692",0,0,1,5
AYACUCHO,HUANTA,IGUAIN,MACACHACRA,POBRE EXTREMO,"3,357",0,1,"2,857",0,0,1,5
AYACUCHO,HUANTA,LURICOCHA,LURICOCHA,POBRE EXTREMO,"5,459",0,1,"5,180",0,0,1,5
AYACUCHO,HUANTA,SANTILLANA,SAN JOSE DE SECCE,POBRE EXTREMO,"4,934",0,1,"3,639",0,0,1,5
AYACUCHO,HUANTA,SIVIA,SAN FRANCISCO,NO POBRE,"13,491",0,1,"6,859",0,0,1,5
AYACUCHO,HUANTA,LLOCHEGUA,LLOCHEGUA,NO POBRE,"11,355",0,1,"6,108",0,0,1,5
AYACUCHO,HUANTA,CANAYRE,CANAYRE,NO POBRE,"3,087",0,1,"1,439",0,0,1,5
AYACUCHO,HUANTA,UCHURACCAY,HUAYNACANCHA,POBRE EXTREMO,"5,772",0,1,"2,304",0,0,1,5
AYACUCHO,HUANTA,PUCACOLPA,HUALLHUA,POBRE EXTREMO,"8,696",0,1,"1,566",0,0,1,5
AYACUCHO,HUANTA,CHACA,CHACA,,"2,594",0,1,"1,216",0,0,1,5
AYACUCHO,LA MAR,,SAN MIGUEL,,"90,316",1,10,"54,305",1,9,10,50
AYACUCHO,LA MAR,SAN MIGUEL,SAN MIGUEL,POBRE EXTREMO,"9,180",0,1,"9,506",0,0,0,0
AYACUCHO,LA MAR,ANCO,CHIQUINTIRCA,POBRE EXTREMO,"11,105",0,1,"6,888",0,0,1,5
AYACUCHO,LA MAR,AYNA,SAN FRANCISCO,NO POBRE,"10,550",0,1,"6,654",0,0,1,5
AYACUCHO,LA MAR,CHILCAS,CHILCAS,POBRE EXTREMO,"3,089",0,1,"1,483",0,0,1,5
AYACUCHO,LA MAR,CHUNGUI,CHUNGUI,POBRE EXTREMO,"5,489",0,1,"3,320",0,0,1,5
AYACUCHO,LA MAR,TAMBO,TAMBO,POBRE EXTREMO,"20,348",0,1,"9,394",0,0,1,5
AYACUCHO,LA MAR,LUIS CARRANZA,PAMPAS,POBRE EXTREMO,"1,018",0,1,"1,086",0,0,1,5
AYACUCHO,LA MAR,SANTA ROSA,SANTA ROSA,NO POBRE,"11,197",0,1,"7,523",0,0,1,5
AYACUCHO,LA MAR,SAMUGARI,PALMAPAMPA,POBRE EXTREMO,"10,862",0,1,"5,325",0,0,1,5
AYACUCHO,LA MAR,ANCHIHUAY,ANCHIHUAY,POBRE EXTREMO,"5,621",0,1,"2,611",0,0,1,5
AYACUCHO,LA MAR,ORONCCOY,ORONCCOY,,"1,857",0,1,515,0,0,1,5
AYACUCHO,LUCANAS,,PUQUIO,,"69,593",1,20,"36,457",1,9,20,100
AYACUCHO,LUCANAS,PUQUIO,PUQUIO,NO POBRE,"14,115",0,1,"9,697",0,0,0,0
AYACUCHO,LUCANAS,AUCARA,AUCARA,POBRE NO EXTREMO,"5,654",0,1,"2,096",0,0,1,5
AYACUCHO,LUCANAS,CABANA,CABANA,POBRE NO EXTREMO,"4,772",0,1,872,0,0,1,5
AYACUCHO,LUCANAS,CARMEN SALCEDO,ANDAMARCA,POBRE EXTREMO,"4,182",0,1,961,0,0,1,5
AYACUCHO,LUCANAS,CHAVIÑA,CHAVIÑA,POBRE EXTREMO,"1,998",0,1,"1,606",0,0,1,5
AYACUCHO,LUCANAS,CHIPAO,CHIPAO,POBRE EXTREMO,"3,807",0,1,"2,091",0,0,1,5
AYACUCHO,LUCANAS,HUAC-HUAS,HUAC-HUAS,NO POBRE,"2,862",0,1,"1,236",0,0,1,5
AYACUCHO,LUCANAS,LARAMATE,LARAMATE,POBRE EXTREMO,"1,309",0,1,"1,256",0,0,1,5
AYACUCHO,LUCANAS,LEONCIO PRADO,TAMBO QUEMADO,POBRE NO EXTREMO,"1,338",0,1,879,0,0,1,5
AYACUCHO,LUCANAS,LUCANAS,LUCANAS,POBRE EXTREMO,"4,248",0,1,"2,182",0,0,1,5
AYACUCHO,LUCANAS,LLAUTA,LLAUTA,NO POBRE,"1,099",0,1,996,0,0,1,5
AYACUCHO,LUCANAS,OCAÑA,OCAÑA,POBRE EXTREMO,"2,893",0,1,"2,025",0,0,1,5
AYACUCHO,LUCANAS,OTOCA,OTOCA,NO POBRE,"3,164",0,1,"1,312",0,0,1,5
AYACUCHO,LUCANAS,SANCOS,SANCOS,NO POBRE,"7,530",0,1,"2,276",0,0,1,5
AYACUCHO,LUCANAS,SAN JUAN,SAN JUAN,POBRE EXTREMO,"1,649",0,1,573,0,0,1,5
AYACUCHO,LUCANAS,SAN PEDRO,SAN PEDRO,POBRE EXTREMO,"2,981",0,1,"2,354",0,0,1,5
AYACUCHO,LUCANAS,SANTA ANA DE HUAYCAHUACHO,SANTA ANA DE HUAYCAHUACHO,POBRE NO EXTREMO,660,0,1,477,0,0,1,5
AYACUCHO,LUCANAS,SANTA LUCIA,SANTA LUCIA,NO POBRE,863,0,1,772,0,0,1,5
AYACUCHO,LUCANAS,SAISA,SAISA,NO POBRE,932,0,1,327,0,0,1,5
AYACUCHO,LUCANAS,SAN PEDRO DE PALCO,SAN PEDRO DE PALCO,POBRE EXTREMO,"1,350",0,1,"1,031",0,0,1,5
AYACUCHO,LUCANAS,SAN CRISTOBAL,SAN CRISTOBAL,POBRE EXTREMO,"2,187",0,1,"1,438",0,0,1,5
AYACUCHO,PARINACOCHAS,,CORACORA,,"33,730",1,7,"17,709",1,7,7,35
AYACUCHO,PARINACOCHAS,CORACORA,CORACORA,NO POBRE,"15,584",0,1,"8,131",0,0,0,0
AYACUCHO,PARINACOCHAS,CORONEL CASTAÑEDA,ANISO,NO POBRE,"1,923",0,1,700,0,0,1,5
AYACUCHO,PARINACOCHAS,CHUMPI,CHUMPI,POBRE EXTREMO,"2,649",0,1,"1,795",0,0,1,5
AYACUCHO,PARINACOCHAS,PACAPAUSA,PACAPAUSA,POBRE EXTREMO,"2,950",0,1,620,0,0,1,5
AYACUCHO,PARINACOCHAS,PULLO,PULLO,NO POBRE,"4,980",0,1,"2,940",0,0,1,5
AYACUCHO,PARINACOCHAS,PUYUSCA,INCUYO,POBRE NO EXTREMO,"2,065",0,1,"1,673",0,0,1,5
AYACUCHO,PARINACOCHAS,SAN FRANCISCO DE RAVACAYCO,SAN FRANCISCO DE RAVACAYCO,POBRE EXTREMO,767,0,1,756,0,0,1,5
AYACUCHO,PARINACOCHAS,UPAHUACHO,UPAHUACHO,POBRE EXTREMO,"2,812",0,1,"1,094",0,0,1,5
AYACUCHO,VICTOR FAJARDO,,HUANCAPI,,"23,828",1,11,"16,780",1,5,11,55
AYACUCHO,VICTOR FAJARDO,HUANCAPI,HUANCAPI,POBRE NO EXTREMO,"2,075",0,1,"1,594",0,0,0,0
AYACUCHO,VICTOR FAJARDO,ALCAMENCA,ALCAMENCA,POBRE NO EXTREMO,"2,398",0,1,"1,507",0,0,1,5
AYACUCHO,VICTOR FAJARDO,APONGO,APONGO,POBRE EXTREMO,"1,404",0,1,701,0,0,1,5
AYACUCHO,VICTOR FAJARDO,CANARIA,CANARIA,POBRE EXTREMO,"4,025",0,1,"2,272",0,0,1,5
AYACUCHO,VICTOR FAJARDO,CAYARA,CAYARA,POBRE EXTREMO,"1,205",0,1,976,0,0,1,5
AYACUCHO,VICTOR FAJARDO,COLCA,COLCA,POBRE EXTREMO,"1,093",0,1,"1,092",0,0,1,5
AYACUCHO,VICTOR FAJARDO,HUALLA,SAN PEDRO DE HUALLA,POBRE EXTREMO,"3,255",0,1,"1,634",0,0,1,5
AYACUCHO,VICTOR FAJARDO,HUAMANQUIQUIA,HUAMANQUIQUIA,POBRE EXTREMO,"1,226",0,1,847,0,0,1,5
AYACUCHO,VICTOR FAJARDO,HUANCARAYLLA,HUANCARAYLLA,POBRE EXTREMO,"1,252",0,1,"1,307",0,0,1,5
AYACUCHO,VICTOR FAJARDO,SARHUA,SARHUA,POBRE EXTREMO,"2,742",0,1,"2,080",0,0,1,5
AYACUCHO,VICTOR FAJARDO,VILCANCHOS,VILCANCHOS,POBRE EXTREMO,"2,718",0,1,"2,322",0,0,1,5
AYACUCHO,VICTOR FAJARDO,ASQUIPATA,ASQUIPATA,POBRE EXTREMO,435,0,1,448,0,0,1,5
AYACUCHO,HUANCA SANCOS,,HUANCA SANCOS,,"10,408",1,3,"7,711",1,5,3,15
AYACUCHO,HUANCA SANCOS,SANCOS,HUANCA SANCOS,POBRE NO EXTREMO,"3,599",0,1,"2,438",0,0,0,0
AYACUCHO,HUANCA SANCOS,SACSAMARCA,SACSAMARCA,POBRE EXTREMO,"1,623",0,1,"1,338",0,0,1,5
AYACUCHO,HUANCA SANCOS,SANTIAGO DE LUCANAMARCA,SANTIAGO DE LUCANAMARCA,POBRE EXTREMO,"2,663",0,1,"1,965",0,0,1,5
AYACUCHO,HUANCA SANCOS,CARAPO,CARAPO,POBRE EXTREMO,"2,523",0,1,"1,970",0,0,1,5
AYACUCHO,VILCAS HUAMAN,,VILCAS HUAMAN,,"23,435",1,7,"16,086",1,5,7,35
AYACUCHO,VILCAS HUAMAN,VILCAS HUAMAN,VILCAS HUAMAN,POBRE EXTREMO,"8,501",0,1,"5,369",0,0,0,0
AYACUCHO,VILCAS HUAMAN,VISCHONGO,VISCHONGO,POBRE EXTREMO,"4,815",0,1,"3,118",0,0,1,5
AYACUCHO,VILCAS HUAMAN,ACCOMARCA,ACCOMARCA,POBRE EXTREMO,904,0,1,"1,107",0,0,1,5
AYACUCHO,VILCAS HUAMAN,CARHUANCA,CARHUANCA,POBRE NO EXTREMO,"1,005",0,1,760,0,0,1,5
AYACUCHO,VILCAS HUAMAN,CONCEPCION,CONCEPCION,POBRE EXTREMO,"3,188",0,1,"2,035",0,0,1,5
AYACUCHO,VILCAS HUAMAN,HUAMBALPA,HUAMBALPA,POBRE EXTREMO,"2,190",0,1,"1,561",0,0,1,5
AYACUCHO,VILCAS HUAMAN,SAURAMA,SAURAMA,POBRE EXTREMO,"1,279",0,1,998,0,0,1,5
AYACUCHO,VILCAS HUAMAN,INDEPENDENCIA,PACCHA HUALLHUA,POBRE EXTREMO,"1,553",0,1,"1,138",0,0,1,5
AYACUCHO,PAUCAR DEL SARA SARA,,PAUSA,,"11,136",1,9,"6,695",1,5,9,45
AYACUCHO,PAUCAR DEL SARA SARA,PAUSA,PAUSA,NO POBRE,"2,829",0,1,"1,891",0,0,0,0
AYACUCHO,PAUCAR DEL SARA SARA,COLTA,COLTA,POBRE EXTREMO,"1,180",0,1,364,0,0,1,5
AYACUCHO,PAUCAR DEL SARA SARA,CORCULLA,CORCULLA,POBRE NO EXTREMO,431,0,1,333,0,0,1,5
AYACUCHO,PAUCAR DEL SARA SARA,LAMPA,LAMPA,NO POBRE,"2,579",0,1,"1,422",0,0,1,5
AYACUCHO,PAUCAR DEL SARA SARA,MARCABAMBA,MARCABAMBA,NO POBRE,780,0,1,476,0,0,1,5
AYACUCHO,PAUCAR DEL SARA SARA,OYOLO,OYOLO,POBRE EXTREMO,"1,222",0,1,754,0,0,1,5
AYACUCHO,PAUCAR DEL SARA SARA,PARARCA,PARARCA,POBRE EXTREMO,663,0,1,373,0,0,1,5
AYACUCHO,PAUCAR DEL SARA SARA,SAN JAVIER DE ALPABAMBA,SAN JAVIER DE ALPABAMBA,POBRE NO EXTREMO,549,0,1,459,0,0,1,5
AYACUCHO,PAUCAR DEL SARA SARA,SAN JOSE DE USHUA,SAN JOSE DE USHUA,NO POBRE,177,0,1,154,0,0,1,5
AYACUCHO,PAUCAR DEL SARA SARA,SARA SARA,QUILCATA,POBRE EXTREMO,726,0,1,469,0,0,1,5
AYACUCHO,SUCRE,,QUEROBAMBA,,"11,991",1,10,"7,741",1,5,10,50
AYACUCHO,SUCRE,QUEROBAMBA,QUEROBAMBA,POBRE NO EXTREMO,"2,777",0,1,"1,826",0,0,0,0
AYACUCHO,SUCRE,BELEN,BELEN,POBRE EXTREMO,767,0,1,257,0,0,1,5
AYACUCHO,SUCRE,CHALCOS,CHALCOS,POBRE EXTREMO,623,0,1,418,0,0,1,5
AYACUCHO,SUCRE,SAN SALVADOR DE QUIJE,SAN SALVADOR DE QUIJE,POBRE EXTREMO,"1,670",0,1,982,0,0,1,5
AYACUCHO,SUCRE,PAICO,PAICO,POBRE EXTREMO,822,0,1,521,0,0,1,5
AYACUCHO,SUCRE,SANTIAGO DE PAUCARAY,SANTIAGO DE PAUCARAY,POBRE EXTREMO,702,0,1,550,0,0,1,5
AYACUCHO,SUCRE,SAN PEDRO DE LARCAY,SAN PEDRO DE LARCAY,POBRE EXTREMO,"1,052",0,1,603,0,0,1,5
AYACUCHO,SUCRE,SORAS,SORAS,POBRE EXTREMO,"1,328",0,1,643,0,0,1,5
AYACUCHO,SUCRE,HUACAÑA,HUACAÑA,NO POBRE,693,0,1,334,0,0,1,5
AYACUCHO,SUCRE,CHILCAYOC,CHILCAYOC,POBRE EXTREMO,556,0,1,469,0,0,1,5
AYACUCHO,SUCRE,MORCOLLA,MORCOLLA,POBRE EXTREMO,"1,001",0,1,"1,138",0,0,1,5
CAJAMARCA,,,CAJAMARCA,,"1,540,004",13,114,"1,069,605",13,123,114,574
CAJAMARCA,CAJAMARCA,,CAJAMARCA,,"395,023",1,11,"260,627",1,13,11,57
CAJAMARCA,CAJAMARCA,CAJAMARCA,CAJAMARCA,NO POBRE,"252,202",0,1,"154,592",0,0,0,0
CAJAMARCA,CAJAMARCA,ASUNCION,ASUNCION,POBRE NO EXTREMO,"13,527",0,1,"7,224",0,0,1,5
CAJAMARCA,CAJAMARCA,COSPAN,COSPAN,POBRE EXTREMO,"7,861",0,1,"5,411",0,0,1,5
CAJAMARCA,CAJAMARCA,CHETILLA,CHETILLA,POBRE EXTREMO,"4,319",0,1,"3,050",0,0,1,5
CAJAMARCA,CAJAMARCA,ENCAÑADA,ENCAÑADA,POBRE EXTREMO,"24,267",0,1,"22,941",0,0,1,5
CAJAMARCA,CAJAMARCA,JESUS,JESUS,POBRE EXTREMO,"14,719",0,1,"11,388",0,0,1,5
CAJAMARCA,CAJAMARCA,LOS BAÑOS DEL INCA,LOS BAÑOS DEL INCA,NO POBRE,"43,538",0,1,"28,584",0,0,1,7
CAJAMARCA,CAJAMARCA,LLACANORA,LLACANORA,POBRE EXTREMO,"5,405",0,1,"4,026",0,0,1,5
CAJAMARCA,CAJAMARCA,MAGDALENA,MAGDALENA,NO POBRE,"9,679",0,1,"7,841",0,0,1,5
CAJAMARCA,CAJAMARCA,MATARA,MATARA,POBRE NO EXTREMO,"3,523",0,1,"3,600",0,0,1,5
CAJAMARCA,CAJAMARCA,NAMORA,NAMORA,POBRE EXTREMO,"10,751",0,1,"7,709",0,0,1,5
CAJAMARCA,CAJAMARCA,SAN JUAN,SAN JUAN,POBRE EXTREMO,"5,232",0,1,"4,261",0,0,1,5
CAJAMARCA,CAJABAMBA,,CAJABAMBA,,"80,667",1,3,"55,109",1,9,3,17
CAJAMARCA,CAJABAMBA,CAJABAMBA,CAJABAMBA,NO POBRE,"30,795",0,1,"25,757",0,0,0,0
CAJAMARCA,CAJABAMBA,CACHACHI,CACHACHI,POBRE EXTREMO,"26,995",0,1,"14,666",0,0,1,7
CAJAMARCA,CAJABAMBA,CONDEBAMBA,CAUDAY,POBRE NO EXTREMO,"13,990",0,1,"8,774",0,0,1,5
CAJAMARCA,CAJABAMBA,SITACOCHA,LLUCHUBAMBA,POBRE EXTREMO,"8,887",0,1,"5,912",0,0,1,5
CAJAMARCA,CELENDIN,,CELENDIN,,"96,136",1,11,"66,429",1,9,11,55
CAJAMARCA,CELENDIN,CELENDIN,CELENDIN,NO POBRE,"28,353",0,1,"18,598",0,0,0,0
CAJAMARCA,CELENDIN,CORTEGANA,CHIMUCH,POBRE EXTREMO,"8,878",0,1,"5,587",0,0,1,5
CAJAMARCA,CELENDIN,CHUMUCH,CHUMUCH,POBRE EXTREMO,"3,191",0,1,"2,277",0,0,1,5
CAJAMARCA,CELENDIN,HUASMIN,HUASMIN,POBRE EXTREMO,"13,591",0,1,"9,474",0,0,1,5
CAJAMARCA,CELENDIN,JORGE CHAVEZ,LUCMAPAMPA,NO POBRE,590,0,1,720,0,0,1,5
CAJAMARCA,CELENDIN,JOSE GALVEZ,HUACAPAMPA,NO POBRE,"2,472",0,1,"2,387",0,0,1,5
CAJAMARCA,CELENDIN,MIGUEL IGLESIAS,CHALAN,POBRE EXTREMO,"5,622",0,1,"3,434",0,0,1,5
CAJAMARCA,CELENDIN,OXAMARCA,OXAMARCA,POBRE EXTREMO,"6,975",0,1,"4,860",0,0,1,5
CAJAMARCA,CELENDIN,SOROCHUCO,SOROCHUCO,POBRE EXTREMO,"9,852",0,1,"8,394",0,0,1,5
CAJAMARCA,CELENDIN,SUCRE,SUCRE,POBRE EXTREMO,"6,075",0,1,"4,059",0,0,1,5
CAJAMARCA,CELENDIN,UTCO,UTCO,POBRE EXTREMO,"1,416",0,1,"1,195",0,0,1,5
CAJAMARCA,CELENDIN,LA LIBERTAD DE PALLAN,LA LIBERTAD DE PALLAN,POBRE EXTREMO,"9,121",0,1,"5,444",0,0,1,5
CAJAMARCA,CONTUMAZA,,CONTUMAZA,,"31,808",1,7,"21,720",1,7,7,35
CAJAMARCA,CONTUMAZA,CONTUMAZA,CONTUMAZA,NO POBRE,"8,430",0,1,"5,541",0,0,0,0
CAJAMARCA,CONTUMAZA,CHILETE,CHILETE,NO POBRE,"2,705",0,1,"2,389",0,0,1,5
CAJAMARCA,CONTUMAZA,GUZMANGO,GUZMANGO,POBRE NO EXTREMO,"3,143",0,1,"2,018",0,0,1,5
CAJAMARCA,CONTUMAZA,SAN BENITO,SAN BENITO,NO POBRE,"3,844",0,1,"2,492",0,0,1,5
CAJAMARCA,CONTUMAZA,CUPISNIQUE,TRINIDAD,POBRE NO EXTREMO,"1,448",0,1,"1,234",0,0,1,5
CAJAMARCA,CONTUMAZA,TANTARICA,CATAN,NO POBRE,"3,314",0,1,"2,021",0,0,1,5
CAJAMARCA,CONTUMAZA,YONAN,TEMBLADERA,NO POBRE,"7,889",0,1,"5,106",0,0,1,5
CAJAMARCA,CONTUMAZA,SANTA CRUZ DE TOLED,SANTA CRUZ DE TOLED,POBRE NO EXTREMO,"1,035",0,1,919,0,0,1,5
CAJAMARCA,CUTERVO,,CUTERVO,,"140,190",1,14,"95,653",1,11,14,70
CAJAMARCA,CUTERVO,CUTERVO,CUTERVO,NO POBRE,"56,324",0,1,"38,062",0,0,0,0
CAJAMARCA,CUTERVO,CALLAYUC,CALLAYUC,POBRE EXTREMO,"10,237",0,1,"6,626",0,0,1,5
CAJAMARCA,CUTERVO,CUJILLO,CUJILLO,POBRE EXTREMO,"3,034",0,1,"2,153",0,0,1,5
CAJAMARCA,CUTERVO,CHOROS,CHOROS,NO POBRE,"3,585",0,1,"2,635",0,0,1,5
CAJAMARCA,CUTERVO,LA RAMADA,LA RAMADA,POBRE NO EXTREMO,"4,852",0,1,"3,056",0,0,1,5
CAJAMARCA,CUTERVO,PIMPINGOS,PIMPINGOS,POBRE EXTREMO,"5,657",0,1,"4,255",0,0,1,5
CAJAMARCA,CUTERVO,QUEROCOTILLO,QUEROCOTILLO,POBRE EXTREMO,"16,963",0,1,"9,952",0,0,1,5
CAJAMARCA,CUTERVO,SAN ANDRES DE CUTERVO,SAN ANDRES DE CUTERVO,POBRE NO EXTREMO,"5,219",0,1,"3,699",0,0,1,5
CAJAMARCA,CUTERVO,SAN JUAN DE CUTERVO,SAN JUAN DE CUTERVO,POBRE EXTREMO,"1,966",0,1,"1,967",0,0,1,5
CAJAMARCA,CUTERVO,SAN LUIS DE LUCMA,SAN LUIS DE LUCMA,POBRE NO EXTREMO,"4,034",0,1,"2,600",0,0,1,5
CAJAMARCA,CUTERVO,SANTA CRUZ,SANTA CRUZ,POBRE EXTREMO,"2,864",0,1,"2,392",0,0,1,5
CAJAMARCA,CUTERVO,SANTO DOMINGO DE LA CAPILLA,SANTO DOMINGO DE LA CAPILLA,POBRE EXTREMO,"5,637",0,1,"4,324",0,0,1,5
CAJAMARCA,CUTERVO,SANTO TOMAS,SANTO TOMAS,POBRE EXTREMO,"7,889",0,1,"5,515",0,0,1,5
CAJAMARCA,CUTERVO,SOCOTA,SOCOTA,NO POBRE,"10,682",0,1,"7,329",0,0,1,5
CAJAMARCA,CUTERVO,TORIBIO CASANOVA,LA SACILIA,POBRE NO EXTREMO,"1,247",0,1,"1,088",0,0,1,5
